6089.599052,0.050125,-0.999268,-0.111923
6089.609509,0.054779,-0.992569,-0.110840
6089.620669,0.052170,-0.999329,-0.116730
6089.631209,0.048416,-0.999283,-0.122635
6089.642651,0.046371,-0.999237,-0.117828
6089.651389,0.036697,-1.000961,-0.115112
6089.662439,0.024063,-0.999756,-0.111542
6089.674252,0.023758,-0.991974,-0.106674
6089.685436,0.029510,-0.989197,-0.108490
6089.697333,0.035339,-0.989319,-0.110321
6089.706678,0.041046,-0.988449,-0.107254
6089.717580,0.048111,-0.999222,-0.108078
6089.727028,0.047272,-1.001144,-0.111984
6089.738240,0.044418,-1.004944,-0.109116
6089.750202,0.041428,-1.001038,-0.110168
6089.760446,0.043365,-0.999146,-0.112076
6089.770939,0.037292,-0.992233,-0.107346
6089.780853,0.032333,-0.992126,-0.101639
6089.792620,0.029510,-0.991119,-0.106537
6089.802073,0.029434,-0.987259,-0.107513
6089.812063,0.029419,-0.987244,-0.106537
6089.822410,0.032532,-0.995071,-0.107452
6089.832320,0.034500,-0.998962,-0.104492
6089.844123,0.039322,-0.999054,-0.103424
6089.853347,0.038208,-0.994156,-0.102478
6089.864290,0.039352,-0.995193,-0.109238
6089.874247,0.039459,-0.999084,-0.110229
6089.884312,0.044189,-0.994308,-0.111084
6089.895593,0.043106,-0.993317,-0.107208
6089.905754,0.049896,-0.990540,-0.111923
6089.917646,0.052780,-0.990601,-0.110886
6089.927820,0.048080,-0.999222,-0.107101
6089.938654,0.055908,-0.999374,-0.110825
6089.948259,0.053070,-0.999344,-0.113800
6089.958141,0.054062,-0.999359,-0.114746
6089.970221,0.056870,-0.993607,-0.118546
6089.979882,0.060593,-0.987869,-0.118469
6089.990221,0.058990,-0.999451,-0.119492
6090.001369,0.052826,-0.993515,-0.109924
6090.012183,0.048996,-0.990540,-0.114853
6090.023430,0.048874,-0.987625,-0.111954
6090.033688,0.044922,-0.985611,-0.111069
6090.045833,0.044067,-0.986588,-0.114960
6090.055884,0.050842,-0.990555,-0.110931
6090.066921,0.047211,-0.999222,-0.111023
