5333.652754,0.182968,-0.978851,0.026978
5333.662351,0.188431,-0.955780,0.014496
5333.674229,0.198868,-0.944382,0.010849
5333.685582,0.209793,-0.943680,-0.003448
5333.696345,0.219543,-0.948685,-0.002258
5333.707143,0.220016,-0.964188,-0.006149
5333.716684,0.227097,-0.971130,-0.012787
5333.727323,0.233704,-0.970245,-0.005844
5333.738112,0.244415,-0.975250,-0.003647
5333.748609,0.251251,-0.978271,-0.002518
5333.759297,0.250504,-0.991791,0.002304
5333.768824,0.240097,-1.002258,0.004013
5333.779807,0.227203,-1.001953,0.019226
5333.790286,0.216125,-0.992035,0.028687
5333.800770,0.201599,-0.987915,0.024490
5333.810717,0.190979,-0.983871,0.019379
5333.821187,0.186981,-0.973190,0.012527
5333.831647,0.178177,-0.964325,0.007462
5333.841497,0.178101,-0.962402,0.008423
5333.853409,0.182999,-0.966354,0.010483
5333.863799,0.195786,-0.974319,0.009811
5333.874533,0.209320,-0.978424,0.013992
5333.885457,0.220108,-0.985382,0.015198
5333.894739,0.224121,-0.987411,0.011414
5333.906954,0.225876,-0.984512,0.016312
5333.916434,0.227814,-0.984543,0.015366
5333.928793,0.229675,-0.984558,0.019287
5333.937769,0.224564,-0.979614,0.025970
5333.948384,0.227310,-0.971939,0.024078
5333.960195,0.236023,-0.963425,0.013611
5333.969380,0.237854,-0.964401,0.019470
5333.981708,0.239685,-0.954788,0.012741
5333.990984,0.243729,-0.959702,0.009903
5334.002990,0.252792,-0.964767,-0.001526
5334.011960,0.251785,-0.966660,0.002335
5334.023157,0.255554,-0.963821,0.004364
5334.034356,0.259216,-0.959991,0.009277
5334.044755,0.261841,-0.953247,0.014206
5334.055436,0.259872,-0.951279,0.014160
5334.065973,0.261978,-0.958084,0.013245
5334.076446,0.271774,-0.959274,0.008591
5334.086327,0.280655,-0.962341,0.003952
5334.096956,0.283508,-0.961426,0.004990
5334.108528,0.287369,-0.961502,0.005081
5334.118089,0.277664,-0.964203,0.010651
5334.128664,0.273865,-0.965103,0.008636
5334.139806,0.265015,-0.962036,0.012329
5334.149449,0.251526,-0.960846,0.008133
5334.159541,0.244812,-0.964569,0.009918
5334.169274,0.237137,-0.969254,0.012680
5334.180323,0.221680,-0.971863,0.016220
5334.190241,0.211105,-0.973618,0.015976
5334.201088,0.202515,-0.978287,0.015793
5334.211618,0.202484,-0.978287,0.016754
5334.221801,0.209198,-0.975494,0.016891
5334.231937,0.210297,-0.974579,0.009155
