5865.588886,0.022780,-0.019360,0.013147
5865.598032,0.018002,-0.015739,0.009577
5865.607610,0.016738,-0.013287,0.011912
5865.616756,0.019114,-0.012047,0.014252
5865.634100,0.027735,-0.024258,0.008473
5865.643622,0.032539,-0.026668,0.010850
5865.652768,0.036152,-0.021778,0.011966
5865.670675,0.020503,-0.016978,0.006047
5865.680188,0.020453,-0.016961,0.008406
5865.689334,0.024094,-0.019391,0.008426
5865.707254,0.025482,-0.015790,0.000124
5865.716398,0.027832,-0.013323,0.003630
5865.725544,0.030108,-0.010831,0.010675
5865.735300,0.031221,-0.009576,0.015377
5865.744446,0.029958,-0.010781,0.017753
5865.762119,0.018915,-0.020511,0.023786
5865.771265,0.016414,-0.020490,0.027330
5865.780411,0.016563,-0.015666,0.020197
5865.789947,0.027732,-0.010853,0.008321
5865.799093,0.042441,-0.010873,0.001211
5865.816983,0.024115,-0.003556,0.007066
5865.826740,0.009457,-0.007209,0.011858
5865.835886,0.014312,-0.016948,0.011959
5865.853669,0.021818,-0.020664,0.001367
5865.862702,0.018205,-0.025555,0.000251
5865.871848,0.021794,-0.026749,0.002617
5865.880993,0.025283,-0.024255,0.009658
5865.890139,0.023969,-0.021786,0.014352
5865.899282,0.028874,-0.026668,0.012038
5865.908428,0.037468,-0.032777,0.007370
5865.918154,0.027887,-0.032839,0.001493
5865.927300,0.007412,-0.034149,-0.005526
5865.945017,0.029402,-0.035374,-0.012638
5865.954149,0.046485,-0.024405,-0.017519
5865.963295,0.039402,-0.008644,-0.027121
5865.972894,0.015234,0.005897,-0.031953
5865.982040,-0.000737,-0.001380,-0.022397
5866.000003,0.024522,-0.026844,-0.011545
5866.009111,0.031899,-0.018332,-0.016377
5866.018257,0.026994,-0.011014,-0.014090
5866.027421,0.023230,-0.014636,-0.008142
5866.036566,0.024346,-0.026786,-0.003287
5866.046354,0.026674,-0.036497,0.001537
5866.055500,0.025337,-0.038895,0.007466
5866.073388,0.009665,-0.043835,0.002838
5866.083023,0.019523,-0.048740,-0.004206
5866.092169,0.034156,-0.041424,-0.007860
5866.109613,0.012161,-0.015826,-0.001026
5866.119127,0.009610,-0.020664,0.004933
5866.128273,0.019268,-0.029158,0.007368
5866.137407,0.021695,-0.032809,0.007405
5866.146553,0.011939,-0.031594,0.009771
5866.164465,0.014341,-0.031580,0.010945
5866.174124,0.028974,-0.029138,0.007347
5866.183270,0.033826,-0.024254,0.007281
5866.201050,0.023944,-0.020559,0.015518
5866.210189,0.021420,-0.032717,0.020381
5866.219335,0.016420,-0.046082,0.027622
5866.228473,0.013993,-0.047306,0.027641
5866.237619,0.017807,-0.042482,0.019320
5866.247129,0.022735,-0.041279,0.015757
5866.256275,0.023899,-0.042478,0.018127
5866.274198,0.016719,-0.037652,0.013369
5866.283551,0.009413,-0.032784,0.014509
5866.292697,0.003197,-0.038840,0.021670
5866.302448,0.005502,-0.052198,0.027716
5866.311594,0.012758,-0.059487,0.028963
5866.329061,0.013997,-0.063149,0.027822
5866.338581,0.005530,-0.064393,0.026675
5866.347727,0.004341,-0.064403,0.025498
5866.365637,0.016551,-0.071716,0.022016
5866.374781,0.015438,-0.074189,0.017328
5866.383927,0.015564,-0.076668,0.011457
5866.393067,0.018043,-0.085211,0.009189
5866.402213,0.020420,-0.091282,0.011613
5866.411363,0.019182,-0.092495,0.012809
5866.420509,0.014329,-0.092505,0.012820
5866.429657,0.007026,-0.097386,0.014071
5866.438803,0.000836,-0.105887,0.020080
5866.448595,0.003189,-0.114388,0.023711
5866.457741,0.012996,-0.116838,0.018998
5866.475368,0.011980,-0.101065,0.009383
5866.485479,0.005914,-0.102296,0.009410
5866.494625,0.009530,-0.109593,0.010665
5866.512105,0.008364,-0.097425,0.008170
5866.521861,0.003486,-0.096208,0.009346
5866.531007,-0.000203,-0.099854,0.011755
5866.548525,-0.008821,-0.099830,0.017673
5866.558159,-0.002780,-0.101028,0.018853
